1	0.518854856	2.167246103	3.863335848	9.686181068	24.00319695
2	1.155122995	8.13436079	20.87900519	75.47896314	272.1524408
3	2.06437993	16.80896091	63.67619205	326.1566579	1594.151155
4	3.520388126	31.12560415	162.9463832	977.777904	6669.67051
5	5.027447701	52.7076261	326.1525629	2448.575896	27873.31481
6	6.075972319	83.08614302	594.5460689	6358.389269	49076.959109999996
7	8.569904089	132.920095	1031.65961	10668.6213	70280.60341
8	10.33069181	180.8374553	1715.153521	14978.853331000002	91484.24771
9	12.22603893	299.1106832	2785.695437	19289.085362	112687.89201
10	15.30062103	319.085114	3856.2373529999995	23599.317393	133891.53631
11	19.42912316	405.6481893	4926.779269	27909.549424	155095.18061
12	28.73291492	573.2007651	5997.321185	32219.781455000004	176298.82491
13	30.50674295	686.9314141	7067.863101	36530.013486	197502.46920999998
14	29.64511013	739.377336	8138.405016999999	40840.245517	218706.11351
15	33.79735684	938.6307111	9208.946933	45150.477548	239909.75781
16	39.22371697	924.011507	10279.488849	49460.709579	261113.40211
17	43.4720459	1091.300142	11350.030765	53770.94161	282317.04641
18	47.45212817	1293.526862	12420.572681	58081.17364100001	303520.69071000005
19	51.432210440000006	1495.7535819999998	13491.114597	62391.40567200001	324724.33501000004
